observed,observed_source,aqi,band,governing_pollutant,worst_station,station_mean,stations_reporting,stations_above_limit,aqi_limit,source,revisions,first_seen,last_checked
2026-08-28T16:00:00+05:30,28-08-2026 16:00:00,239,Poor,PM2.5,"Anand Vihar, Delhi - DPCC",127,45,40,100,mirror,0,2026-08-28T11:02:02.782Z,2026-08-28T11:46:43.508Z
2026-08-28T17:00:00+05:30,28-08-2026 17:00:00,248,Poor,PM2.5,"Anand Vihar, Delhi - DPCC",128,45,40,100,mirror,0,2026-08-28T12:02:01.711Z,2026-08-28T12:46:35.583Z
2026-08-28T18:00:00+05:30,28-08-2026 18:00:00,258,Poor,PM2.5,"Anand Vihar, Delhi - DPCC",130,45,40,100,mirror,0,2026-08-28T13:02:33.692Z,2026-08-28T13:02:33.692Z
2026-08-28T19:00:00+05:30,28-08-2026 19:00:00,265,Poor,PM2.5,"Anand Vihar, Delhi - DPCC",132,45,40,100,mirror,0,2026-08-28T14:02:03.015Z,2026-08-28T14:46:45.575Z
2026-08-28T20:00:00+05:30,28-08-2026 20:00:00,274,Poor,PM2.5,"Anand Vihar, Delhi - DPCC",134,45,40,100,mirror,0,2026-08-28T15:02:02.085Z,2026-08-28T15:02:02.085Z
2026-08-28T21:00:00+05:30,28-08-2026 21:00:00,282,Poor,PM2.5,"Anand Vihar, Delhi - DPCC",135,45,40,100,mirror,0,2026-08-28T16:02:05.836Z,2026-08-28T16:02:05.836Z
2026-08-28T22:00:00+05:30,28-08-2026 22:00:00,290,Poor,PM2.5,"Anand Vihar, Delhi - DPCC",136,45,40,100,mirror,0,2026-08-28T17:02:04.362Z,2026-08-28T17:02:04.362Z
2026-08-28T23:00:00+05:30,28-08-2026 23:00:00,299,Poor,PM2.5,"Anand Vihar, Delhi - DPCC",137,45,40,100,mirror,0,2026-08-28T18:02:03.730Z,2026-08-28T18:02:03.730Z
2026-08-29T00:00:00+05:30,29-08-2026 00:00:00,307,Very Poor,PM2.5,"Anand Vihar, Delhi - DPCC",139,44,40,100,mirror,1,2026-08-28T19:05:29.192Z,2026-08-28T19:46:36.825Z
2026-08-29T01:00:00+05:30,29-08-2026 01:00:00,316,Very Poor,PM2.5,"Anand Vihar, Delhi - DPCC",139,44,41,100,mirror,0,2026-08-28T20:03:03.387Z,2026-08-28T20:03:03.387Z
2026-08-29T02:00:00+05:30,29-08-2026 02:00:00,325,Very Poor,PM2.5,"Anand Vihar, Delhi - DPCC",140,44,42,100,mirror,0,2026-08-28T21:04:22.814Z,2026-08-28T21:04:22.814Z
2026-08-29T03:00:00+05:30,29-08-2026 03:00:00,332,Very Poor,PM2.5,"Anand Vihar, Delhi - DPCC",139,44,42,100,mirror,0,2026-08-28T22:12:16.201Z,2026-08-28T22:12:16.201Z
2026-08-29T04:00:00+05:30,29-08-2026 04:00:00,337,Very Poor,PM2.5,"Anand Vihar, Delhi - DPCC",139,44,41,100,mirror,0,2026-08-28T23:11:59.194Z,2026-08-28T23:11:59.194Z
2026-08-29T05:00:00+05:30,29-08-2026 05:00:00,342,Very Poor,PM2.5,"Anand Vihar, Delhi - DPCC",137,44,41,100,mirror,0,2026-08-29T00:12:10.734Z,2026-08-29T00:12:10.734Z
2026-08-29T09:00:00+05:30,29-08-2026 09:00:00,386,Very Poor,PM10,"Anand Vihar, Delhi - DPCC",132,44,39,100,mirror,0,2026-08-29T03:57:20.474Z,2026-08-29T03:57:20.474Z
2026-08-29T10:00:00+05:30,29-08-2026 10:00:00,394,Very Poor,PM10,"Anand Vihar, Delhi - DPCC",129,44,39,100,mirror,0,2026-08-29T05:12:16.267Z,2026-08-29T05:12:16.267Z
2026-08-29T11:00:00+05:30,29-08-2026 11:00:00,406,Severe,PM10,"Anand Vihar, Delhi - DPCC",129,44,39,100,mirror,0,2026-08-29T06:12:20.172Z,2026-08-29T06:12:20.172Z
2026-08-29T12:00:00+05:30,29-08-2026 12:00:00,415,Severe,PM10,"Anand Vihar, Delhi - DPCC",129,44,39,100,mirror,0,2026-08-29T07:12:14.181Z,2026-08-29T07:12:14.181Z
2026-08-29T13:00:00+05:30,29-08-2026 13:00:00,418,Severe,PM10,"Anand Vihar, Delhi - DPCC",127,45,39,100,mirror,0,2026-08-29T08:12:03.621Z,2026-08-29T08:12:03.621Z
2026-08-29T14:00:00+05:30,29-08-2026 14:00:00,416,Severe,PM10,"Anand Vihar, Delhi - DPCC",126,45,38,100,mirror,0,2026-08-29T09:12:07.981Z,2026-08-29T09:12:07.981Z
2026-08-29T15:00:00+05:30,29-08-2026 15:00:00,416,Severe,PM10,"Anand Vihar, Delhi - DPCC",126,45,38,100,mirror,0,2026-08-29T10:12:17.824Z,2026-08-29T10:12:17.824Z
2026-08-29T16:00:00+05:30,29-08-2026 16:00:00,417,Severe,PM10,"Anand Vihar, Delhi - DPCC",125,45,37,100,mirror,0,2026-08-29T11:12:09.244Z,2026-08-29T11:12:09.244Z
2026-08-29T17:00:00+05:30,29-08-2026 17:00:00,425,Severe,PM10,"Anand Vihar, Delhi - DPCC",124,45,35,100,mirror,0,2026-08-29T12:12:34.946Z,2026-08-29T12:12:34.946Z
2026-08-29T18:00:00+05:30,29-08-2026 18:00:00,430,Severe,PM10,"Anand Vihar, Delhi - DPCC",125,45,34,100,mirror,0,2026-08-29T13:12:17.354Z,2026-08-29T13:58:13.605Z
2026-08-29T19:00:00+05:30,29-08-2026 19:00:00,435,Severe,PM10,"Anand Vihar, Delhi - DPCC",124,45,34,100,mirror,1,2026-08-29T14:12:42.862Z,2026-08-29T14:57:10.338Z
2026-08-29T20:00:00+05:30,29-08-2026 20:00:00,437,Severe,PM10,"Anand Vihar, Delhi - DPCC",124,45,33,100,mirror,0,2026-08-29T15:11:55.445Z,2026-08-29T15:57:12.678Z
2026-08-29T21:00:00+05:30,29-08-2026 21:00:00,434,Severe,PM10,"Anand Vihar, Delhi - DPCC",124,45,34,100,mirror,0,2026-08-29T16:12:02.858Z,2026-08-29T16:57:05.484Z
2026-08-29T22:00:00+05:30,29-08-2026 22:00:00,432,Severe,PM10,"Anand Vihar, Delhi - DPCC",122,45,33,100,mirror,1,2026-08-29T17:12:19.092Z,2026-08-29T17:57:01.124Z
2026-08-29T23:00:00+05:30,29-08-2026 23:00:00,429,Severe,PM10,"Anand Vihar, Delhi - DPCC",119,45,32,100,mirror,0,2026-08-29T18:12:45.382Z,2026-08-29T18:57:18.406Z
2026-08-30T00:00:00+05:30,30-08-2026 00:00:00,427,Severe,PM10,"Anand Vihar, Delhi - DPCC",121,44,32,100,mirror,0,2026-08-29T19:12:19.717Z,2026-08-29T19:57:01.686Z
2026-08-30T01:00:00+05:30,30-08-2026 01:00:00,425,Severe,PM10,"Anand Vihar, Delhi - DPCC",121,44,32,100,mirror,0,2026-08-29T20:12:03.945Z,2026-08-29T20:56:51.632Z
2026-08-30T02:00:00+05:30,30-08-2026 02:00:00,428,Severe,PM10,"Anand Vihar, Delhi - DPCC",121,44,32,100,mirror,1,2026-08-29T21:13:22.699Z,2026-08-29T21:57:13.180Z
2026-08-30T03:00:00+05:30,30-08-2026 03:00:00,426,Severe,PM10,"Anand Vihar, Delhi - DPCC",125,44,33,100,mirror,1,2026-08-29T22:12:18.317Z,2026-08-29T22:56:59.296Z
2026-08-30T04:00:00+05:30,30-08-2026 04:00:00,424,Severe,PM10,"Anand Vihar, Delhi - DPCC",125,44,32,100,mirror,0,2026-08-29T23:12:05.451Z,2026-08-29T23:57:05.791Z
2026-08-30T05:00:00+05:30,30-08-2026 05:00:00,421,Severe,PM10,"Anand Vihar, Delhi - DPCC",126,44,33,100,mirror,0,2026-08-30T00:15:01.565Z,2026-08-30T03:57:07.875Z
2026-08-30T09:00:00+05:30,30-08-2026 09:00:00,408,Severe,PM10,"Anand Vihar, Delhi - DPCC",124,44,32,100,mirror,0,2026-08-30T04:13:23.722Z,2026-08-30T04:57:05.558Z
2026-08-30T10:00:00+05:30,30-08-2026 10:00:00,407,Severe,PM10,"Anand Vihar, Delhi - DPCC",124,44,32,100,mirror,1,2026-08-30T05:12:00.960Z,2026-08-30T05:56:44.969Z
2026-08-30T11:00:00+05:30,30-08-2026 11:00:00,405,Severe,PM10,"Anand Vihar, Delhi - DPCC",125,44,33,100,mirror,1,2026-08-30T06:12:15.796Z,2026-08-30T06:57:11.889Z
2026-08-30T12:00:00+05:30,30-08-2026 12:00:00,404,Severe,PM10,"Anand Vihar, Delhi - DPCC",125,44,33,100,mirror,1,2026-08-30T07:12:01.934Z,2026-08-30T07:57:05.828Z
2026-08-30T13:00:00+05:30,30-08-2026 13:00:00,407,Severe,PM10,"Anand Vihar, Delhi - DPCC",125,44,34,100,mirror,0,2026-08-30T08:12:35.469Z,2026-08-30T08:57:11.567Z
2026-08-30T14:00:00+05:30,30-08-2026 14:00:00,415,Severe,PM10,"Anand Vihar, Delhi - DPCC",126,44,34,100,mirror,0,2026-08-30T09:12:14.830Z,2026-08-30T09:56:57.884Z
2026-08-30T15:00:00+05:30,30-08-2026 15:00:00,423,Severe,PM10,"Anand Vihar, Delhi - DPCC",125,45,35,100,mirror,0,2026-08-30T10:13:27.604Z,2026-08-30T10:57:04.307Z
2026-08-30T16:00:00+05:30,30-08-2026 16:00:00,430,Severe,PM10,"Anand Vihar, Delhi - DPCC",125,45,35,100,mirror,0,2026-08-30T11:12:46.307Z,2026-08-30T11:12:46.307Z
2026-08-30T17:00:00+05:30,30-08-2026 17:00:00,430,Severe,PM10,"Anand Vihar, Delhi - DPCC",126,45,35,100,mirror,0,2026-08-30T12:13:14.830Z,2026-08-30T12:57:13.189Z
2026-08-30T18:00:00+05:30,30-08-2026 18:00:00,427,Severe,PM10,"Anand Vihar, Delhi - DPCC",126,45,35,100,mirror,1,2026-08-30T13:12:15.300Z,2026-08-30T13:57:00.237Z
2026-08-30T19:00:00+05:30,30-08-2026 19:00:00,424,Severe,PM10,"Anand Vihar, Delhi - DPCC",127,45,35,100,mirror,0,2026-08-30T14:13:36.256Z,2026-08-30T14:56:54.943Z
2026-08-30T20:00:00+05:30,30-08-2026 20:00:00,420,Severe,PM10,"Anand Vihar, Delhi - DPCC",127,45,35,100,mirror,1,2026-08-30T15:12:37.386Z,2026-08-30T15:57:12.415Z
2026-08-30T21:00:00+05:30,30-08-2026 21:00:00,242,Poor,PM10,"Wazirpur, Delhi - DPCC",120,44,33,100,mirror,1,2026-08-30T16:12:37.164Z,2026-08-30T16:56:56.122Z
2026-08-30T22:00:00+05:30,30-08-2026 22:00:00,249,Poor,PM10,"Wazirpur, Delhi - DPCC",120,44,32,100,mirror,0,2026-08-30T17:13:29.465Z,2026-08-30T17:57:04.471Z
2026-08-30T23:00:00+05:30,30-08-2026 23:00:00,241,Poor,PM10,"Wazirpur, Delhi - DPCC",120,44,32,100,mirror,1,2026-08-30T18:12:30.976Z,2026-08-30T18:56:56.252Z
2026-08-31T00:00:00+05:30,31-08-2026 00:00:00,234,Poor,PM10,"Wazirpur, Delhi - DPCC",119,44,33,100,mirror,0,2026-08-30T19:12:32.463Z,2026-08-30T19:57:07.741Z
2026-08-31T01:00:00+05:30,31-08-2026 01:00:00,230,Poor,PM10,"Wazirpur, Delhi - DPCC",118,44,33,100,mirror,0,2026-08-30T20:12:10.587Z,2026-08-30T20:57:08.268Z
2026-08-31T02:00:00+05:30,31-08-2026 02:00:00,230,Poor,PM10,"Wazirpur, Delhi - DPCC",117,44,33,100,mirror,1,2026-08-30T21:12:13.484Z,2026-08-30T21:56:55.704Z
2026-08-31T03:00:00+05:30,31-08-2026 03:00:00,229,Poor,PM10,"Wazirpur, Delhi - DPCC",116,43,32,100,mirror,0,2026-08-30T22:11:56.694Z,2026-08-30T22:57:01.701Z
2026-08-31T04:00:00+05:30,31-08-2026 04:00:00,229,Poor,PM10,"Wazirpur, Delhi - DPCC",115,43,32,100,mirror,1,2026-08-30T23:12:23.283Z,2026-08-30T23:57:08.218Z
2026-08-31T05:00:00+05:30,31-08-2026 05:00:00,229,Poor,PM10,"Wazirpur, Delhi - DPCC",116,43,32,100,mirror,3,2026-08-31T00:14:49.113Z,2026-08-31T04:56:52.236Z
2026-08-31T10:00:00+05:30,31-08-2026 10:00:00,236,Poor,PM10,"Wazirpur, Delhi - DPCC",113,44,31,100,mirror,0,2026-08-31T05:27:09.927Z,2026-08-31T05:27:09.927Z
2026-08-31T11:00:00+05:30,31-08-2026 11:00:00,234,Poor,PM10,"Wazirpur, Delhi - DPCC",113,44,30,100,mirror,1,2026-08-31T06:13:37.326Z,2026-08-31T06:57:36.948Z
2026-08-31T12:00:00+05:30,31-08-2026 12:00:00,234,Poor,PM10,"Wazirpur, Delhi - DPCC",113,44,30,100,mirror,1,2026-08-31T07:12:19.995Z,2026-08-31T07:57:10.208Z
2026-08-31T13:00:00+05:30,31-08-2026 13:00:00,234,Poor,PM10,"Wazirpur, Delhi - DPCC",113,44,30,100,mirror,1,2026-08-31T08:12:19.678Z,2026-08-31T08:57:05.035Z
2026-08-31T14:00:00+05:30,31-08-2026 14:00:00,228,Poor,PM10,"Wazirpur, Delhi - DPCC",112,44,30,100,mirror,0,2026-08-31T09:12:21.621Z,2026-08-31T09:57:19.023Z
2026-08-31T15:00:00+05:30,31-08-2026 15:00:00,236,Poor,PM10,"Wazirpur, Delhi - DPCC",113,44,30,100,mirror,0,2026-08-31T10:13:33.923Z,2026-08-31T10:57:24.872Z
2026-08-31T16:00:00+05:30,31-08-2026 16:00:00,236,Poor,PM10,"Wazirpur, Delhi - DPCC",112,44,29,100,mirror,1,2026-08-31T11:13:43.397Z,2026-08-31T11:57:21.119Z
2026-08-31T17:00:00+05:30,31-08-2026 17:00:00,237,Poor,PM10,"Wazirpur, Delhi - DPCC",112,44,29,100,mirror,0,2026-08-31T12:13:01.436Z,2026-08-31T12:57:16.781Z
2026-08-31T18:00:00+05:30,31-08-2026 18:00:00,235,Poor,PM10,"Wazirpur, Delhi - DPCC",112,44,28,100,mirror,1,2026-08-31T13:12:49.195Z,2026-08-31T13:56:53.874Z
2026-08-31T19:00:00+05:30,31-08-2026 19:00:00,233,Poor,PM10,"Wazirpur, Delhi - DPCC",111,44,28,100,mirror,0,2026-08-31T14:13:15.948Z,2026-08-31T14:57:03.778Z
2026-08-31T20:00:00+05:30,31-08-2026 20:00:00,227,Poor,PM10,"Wazirpur, Delhi - DPCC",111,44,28,100,mirror,0,2026-08-31T15:12:25.319Z,2026-08-31T15:56:57.659Z
2026-08-31T21:00:00+05:30,31-08-2026 21:00:00,219,Poor,PM10,"Wazirpur, Delhi - DPCC",110,43,28,100,mirror,0,2026-08-31T16:12:18.617Z,2026-08-31T16:57:18.026Z
2026-08-31T22:00:00+05:30,31-08-2026 22:00:00,212,Poor,PM10,"Wazirpur, Delhi - DPCC",109,43,30,100,mirror,1,2026-08-31T17:12:21.150Z,2026-08-31T17:57:21.560Z
2026-08-31T23:00:00+05:30,31-08-2026 23:00:00,212,Poor,PM10,"Wazirpur, Delhi - DPCC",111,43,31,100,mirror,1,2026-08-31T18:12:21.442Z,2026-08-31T18:57:14.742Z
